month,revenue_tm0,revenue_tm1,streams_tm0,streams_tm1,streams_tm2,facebook_likes,facebook_talks,instagram_followers,spotify_followers,spotify_listeners,spotify_popularity,wikipedia_views,youtube_comments,youtube_subscribers,youtube_videos,youtube_views
11/1/16,686.199763,548.8489136,188379,164944,143244,0,0,0,9233,0,53,201,0,0,0,0
10/1/18,1038.268006,983.3226542,335396,296822,285902,0,0,0,46290,328655,51,213,0,0,0,0
8/1/18,2404.541387,2617.650685,898923,948471,885823,86156,1021,16740,34088,171006,42,1019,0,13477,145,3382679
9/1/18,2337.990851,2404.541387,858043,898923,948471,86417,1347,17935,35677,184287,46,1404,0,13912,145,3492825
4/1/17,438.0641026,476.0602946,364888,461601,412941,0,0,0,34611,0,42,65,0,0,0,0
7/1/17,522.5955353,442.8120756,418472,374639,381961,919207,0,0,37349,0,47,82,0,0,0,0
11/1/18,738.8019453,893.3166457,544356,671056,654045,0,0,0,103030,166617,52,66,0,0,0,0
2/1/17,13129.08532,14678.7641,2984462,3337679,3297099,488000,0,88322,166333,0,57,1379,0,4184,11,541656
10/1/17,15469.27137,14536.51084,3476176,3128457,3125972,490808,0,115086,194918,0,58,3998,0,4144,11,543371
10/1/18,12640.14826,12197.13616,3372601,3239888,3296855,486519,354,150663,261433,374853,54,1440,0,138581,11,547769
10/1/17,7966.531447,7207.532946,1695111,1527189,1673662,10272132,0,4024009,415145,0,71,1873,203014,775126,656,423831004
4/1/18,17.03752174,15.71629568,13822,12035,17383,31180,258,0,18100,295623,49,0,0,0,0,0
10/1/18,23.7270028,24.07616789,9978,10217,16822,32881,443,0,22015,250365,47,0,0,0,0,0
8/1/17,357.1975846,22.83660754,41517,2975,2906,11303,0,0,1194,0,44,12,0,0,0,0
8/1/18,1072.259093,1053.979745,236836,218499,236779,11362,42,0,1777,102681,44,15,0,0,0,0
10/1/18,835.0991748,880.1700265,180794,188402,236836,11354,18,0,1898,81821,47,12,0,0,0,0
11/1/18,694.5728813,835.0991748,158719,180794,188402,0,0,0,1927,77660,47,12,0,0,0,0
11/1/16,20374.12643,30431.29282,4474765,5928756,7320039,0,0,0,16724,0,62,0,0,0,0,0
6/1/17,8186.430596,8925.532357,2495495,2767637,2844192,0,0,17581,19533,0,57,0,0,0,0,0
8/1/18,142.9725959,92.2674738,50495,42963,37306,5402,14,23154,8436,45825,35,107,0,0,0,0
10/1/16,2463.126649,2152.303132,394705,344000,353997,16332,0,0,0,0,0,0,0,0,16,1515038
7/1/17,4790.915412,5136.901768,914990,1006849,746942,18380,0,0,18003,0,53,0,0,0,18,2107874
11/1/17,23318.29481,24786.77428,3819444,3621222,851965,19648,0,0,25704,0,60,0,0,0,19,2414773
3/1/18,19326.54643,18460.00004,3691197,3453144,4461475,21559,288,0,39369,622016,59,0,0,0,19,2820960
6/1/18,14777.49789,14913.17744,3302987,3249606,3518617,22134,148,0,49970,604146,57,0,0,0,19,3033588
9/1/18,35746.2852,19591.09329,7137222,5548550,3667167,23177,839,113573,68405,938985,60,0,0,0,20,3796771
10/1/18,48080.41237,35746.2852,9836015,7137222,5548550,24112,1035,125804,76979,1148481,63,0,0,0,20,4383021
11/1/18,35015.23028,48080.41237,8368636,9836015,7137222,0,0,132917,84465,1295333,64,0,0,0,20,4778337
11/1/18,3907.170246,2530.200488,942321,648276,540125,0,0,8993,8722,791165,57,0,0,7656,80,2682414
10/1/16,13212.60246,13263.64935,4464771,4268171,4074531,0,0,0,0,0,0,37,189,10001,48,15563108
11/1/16,10970.53126,13212.60246,3795742,4464771,4268171,0,0,0,197758,0,60,35,189,10051,48,15609960
12/1/16,11801.55147,10970.53126,3803341,3795742,4464771,0,0,0,199481,0,60,39,189,10139,48,15684207
3/1/17,9899.966337,8303.711859,3872858,3177437,3601293,0,0,0,207307,0,57,72,189,10612,48,15953980
6/1/17,14617.36591,17675.46681,5544071,6676858,4181323,0,0,578111,224167,0,66,47,189,11490,48,16446072
5/1/18,12611.63295,14046.10823,6697207,6513621,7539056,0,0,869789,432462,1332459,63,61,106,254802,48,17279858
10/1/18,17429.31254,17996.2145,8265570,7814001,10048446,0,0,1041246,564779,1759978,65,49,0,23771,48,17389359
3/1/17,33.21094952,33.93934323,15908,16151,19690,0,0,0,196,0,21,0,0,0,0,0
7/1/17,142.8716744,138.9054279,46560,51169,59765,0,0,0,415,0,29,0,0,0,0,0
4/1/18,409.9684092,411.9544064,135069,134118,87265,0,0,0,951,9361,31,0,0,0,0,0
10/1/18,416.2699565,334.2057483,118569,98213,105431,0,0,0,1578,11666,32,0,0,0,0,0
12/1/16,1671.898948,1908.918693,340962,355301,422824,0,0,0,6894,0,43,0,0,0,0,0
2/1/17,1228.347459,1436.835872,262853,319910,340962,0,0,0,7490,0,43,0,0,0,0,0
4/1/17,1279.37308,1176.309211,285016,266666,262853,0,0,0,8005,0,37,0,0,0,0,0
1/1/17,4370.407206,3446.657465,1036285,744904,67,5562,0,1661,8444,0,52,0,0,0,0,0
2/1/17,5111.59706,4370.407206,1405420,1036285,744904,5755,0,1719,8986,0,54,0,0,0,0,0
3/1/17,4370.24276,5111.59706,1183612,1405420,1036285,5932,0,2114,10137,0,52,0,0,0,0,0
5/1/17,3050.181125,3952.936645,823125,1069621,1183612,6338,0,2358,11735,0,52,0,0,792,2,60233
6/1/17,3698.354811,3050.181125,916013,823125,1069621,6484,0,2385,12272,0,52,0,0,810,2,62680
8/1/17,3485.16763,4121.446019,635443,897313,916013,7204,0,2845,14088,0,53,0,0,949,8,73520
12/1/17,3471.216824,3037.889495,688483,625722,830772,8153,0,4354,16502,0,52,0,0,1110,9,90215
6/1/18,9601.852078,8068.983594,1626748,1664159,1365069,9357,548,6380,22005,591490,53,167,0,5896,13,119778
7/1/18,5130.302994,9601.852078,1058956,1626748,1664159,9479,369,6707,23002,344706,48,54,0,6423,13,125947
10/1/18,4428.718154,3790.384107,1039191,871303,962343,9714,137,8281,25456,424033,52,0,0,7182,13,146555
7/1/17,9653.933128,8517.074679,3754333,3264573,2740980,92095,0,315619,41023,0,66,0,0,113973,32,23585514
12/1/17,9342.137371,9473.574805,4171437,4293977,4318549,108307,0,484464,158591,0,70,0,0,156424,32,34014860
1/1/18,10253.9985,9342.137371,4282352,4171437,4293977,109765,0,513578,200951,0,69,0,0,164199,32,35426986
9/1/18,8831.82509,9010.751008,3540735,3547994,3509189,0,0,782668,721867,845762,70,0,0,273395,32,43962682
11/1/18,239.1771742,269.9543557,58930,68308,67806,0,0,0,22745,277217,48,0,0,0,0,0
7/1/17,2445.572521,2052.90535,500679,446274,485167,109851,0,13354,21429,0,48,159,23,3576,239,2056409
3/1/18,1892.04696,1797.449443,507383,488105,501626,110984,802,15720,25421,103927,43,144,23,5105,245,3005780
5/1/18,2151.458271,2023.970636,557490,520906,507383,110804,973,16405,26494,130541,42,163,12,5502,222,3190466
11/1/18,1249.319937,1698.211139,303062,352467,990699,0,0,0,5553,46018,43,2385,0,35693,44,6855180
9/1/18,1080.279407,1008.040594,228274,207027,101532,6996,92,3419,8403,193495,49,0,0,2099,15,532544
11/1/18,1138.463372,1037.124688,272503,236085,228274,0,0,3498,8858,225069,51,0,0,2152,15,551714
4/1/17,1765.280816,1706.790457,402821,414904,361469,0,0,63540,2727,0,49,286,0,0,0,0
7/1/18,37.89082,41.46046336,11987,11900,8255,52057,36,0,22211,1516195,56,23,0,5216,39,1445514
4/1/17,98.64025396,102.5616589,13332,15214,15261,0,0,0,429,0,9,1541,0,0,0,0
10/1/17,108.114748,92.78945249,17198,14979,13840,29260,0,4250,569,0,16,1527,22,15331,48,5243263
11/1/17,86.55183531,108.114748,15303,17198,14979,29524,0,4395,601,0,17,1490,22,15953,49,5448338
10/1/18,165.81538,107.7552828,45506,31276,34848,0,0,5314,2407,2501,23,1391,0,21030,52,7438701
4/1/17,1094.376177,1200.971142,350615,352785,329300,0,0,0,4388,0,43,0,0,0,0,0
5/1/17,1094.510871,1094.376177,447538,350615,352785,666,0,0,4571,0,45,232,0,0,0,0
11/1/18,2690.611997,2059.252863,714349,623197,470753,0,0,0,10697,524414,53,227,0,0,0,0
11/1/16,195.5816403,199.0751413,28045,28796,31687,0,0,0,3894,0,34,0,0,0,0,0
10/1/18,100.4496044,98.65733467,22445,22673,26630,0,0,356584,5793,27652,30,298,0,0,0,0
2/1/17,256.4258464,305.5587901,72107,82136,90489,1152804,0,0,67618,0,54,358,737,69816,84,32908681
9/1/18,231.4197903,261.6569818,60449,63266,69197,1162522,1835,151466,79361,869076,57,347,0,92201,84,37664669
9/1/17,112.4548768,110.483576,33669,34512,35648,9649,0,283317,192549,0,63,61,0,0,0,0
10/1/16,297.4620669,343.7763405,57865,70343,49414,0,0,0,0,0,0,9,0,0,0,0
11/1/16,292.4560217,297.4620669,102070,57865,70343,0,0,0,28144,0,40,12,0,0,0,0
12/1/16,213.2772477,292.4560217,74145,102070,57865,0,0,0,28610,0,41,18,0,0,0,0
2/1/18,4647.731251,7382.137626,1635290,2156069,2048191,260394,0,974836,105868,0,56,64,0,395255,118,36326214
10/1/18,2847.651659,2986.687274,1031951,952519,928057,0,0,1048090,233268,1185639,61,23,0,526176,18,4913097
10/1/16,1735.00618,2173.900806,288825,338330,524844,0,0,0,0,0,0,18,0,0,0,0
1/1/17,1516.917471,3464.295104,271255,633661,252815,0,0,0,4934,0,47,37,0,0,0,0
2/1/17,5732.81077,1516.917471,934955,271255,633661,0,0,0,5131,0,46,222,0,0,0,0
6/1/17,13313.64482,34527.44217,2564329,6878928,3882086,29285,0,86259,13249,0,60,138,74,892,0,0
8/1/17,6668.315362,9268.303478,1233612,1713813,2564329,29434,0,81541,14231,0,55,59,74,887,0,0
11/1/17,4862.619194,6297.313987,962957,1164553,1011602,29275,0,76240,15318,0,54,50,74,884,0,0
2/1/18,5344.611802,6827.170523,943256,1203028,1130949,28931,0,72699,16683,0,52,68,74,876,0,0
4/1/18,3776.479266,5382.681178,758707,1026404,943256,28672,177,70985,17461,300932,49,51,74,875,0,0
6/1/18,3624.404255,3810.927319,716773,771330,758707,28517,420,69117,18032,265147,47,43,0,872,0,0
10/1/18,3869.929381,3240.427853,799731,653334,633665,28178,14,63434,18638,282262,47,22,0,868,0,0
11/1/18,4191.276155,3869.929381,931806,799731,653334,0,0,62308,18791,313766,48,25,0,867,0,0
11/1/17,361.4765658,270.3587626,112349,75447,56905,3618,0,0,5562,0,41,0,2,72,18,22151
2/1/18,212.3424578,236.0414357,71746,84470,97456,3771,0,0,6837,0,38,0,2,72,18,23242
5/1/18,212.3236911,209.5435927,77245,70990,71067,3850,115,8898,7853,50102,36,0,1,72,18,24084
9/1/18,229.6398387,235.3081291,81820,101939,71675,0,0,11124,9326,52921,36,0,0,76,23,25287
10/1/18,232.7213484,229.6398387,80322,81820,101939,0,0,11109,9626,51150,37,0,0,76,23,25547
10/1/18,83.4825559,96.50127883,19835,23694,34038,60450,4626,0,28385,349080,55,0,0,8634,72,332727
9/1/17,828.0466518,891.51779,152811,159724,156581,50561,0,0,9500,0,43,176,0,0,0,0
10/1/17,806.9860549,828.0466518,155814,152811,159724,50678,0,0,9902,0,43,121,0,0,0,0
11/1/16,1791.233742,1510.79301,414838,337498,288627,0,0,0,4287,0,47,0,0,0,0,0
5/1/17,1404.538074,1484.929322,402672,461110,423641,0,0,0,4663,0,41,696,0,0,0,0
10/1/18,2131.783429,1891.051556,762789,699906,775212,0,0,0,6216,72142,46,329,0,0,0,0
11/1/18,2912.489443,2131.783429,1015550,762789,699906,0,0,0,6310,123306,50,292,0,0,0,0
4/1/17,221280.6329,318371.9847,36779733,50635361,1065,29457,0,0,41642,0,73,503,0,43736,4,4301714
8/1/17,56159.91218,72520.1976,9654661,12041338,14853877,39296,0,180506,73566,0,71,679,0,74959,5,8688356
3/1/18,132707.6712,200285.5068,24192331,34662742,8338250,81201,1535,731503,233831,5804438,77,1848,0,195040,12,36965840
5/1/18,76873.14779,106415.6873,15603526,20713106,24192331,99271,9161,952697,312750,4438739,74,2365,0,206715,13,44024779
6/1/18,68348.28368,76873.14779,13726239,15603526,20713106,130664,16335,1121591,382038,5578372,77,8864,0,207513,14,49547033
10/1/18,51533.01883,48162.15665,10925763,10864428,9857629,168033,10158,1602501,581140,4724406,76,2229,0,209806,18,66878331
6/1/17,14957.66477,12651.82844,2258736,2061229,1839954,463228,0,34223,107620,0,59,961,134,13977,86,6645448
7/1/17,14858.84873,14957.66477,2233524,2258736,2061229,463679,0,35032,113819,0,60,653,134,14178,87,6794701
8/1/17,11302.7233,14858.84873,2070461,2233524,2258736,463284,0,35305,122611,0,61,281,134,14334,87,6914404
9/1/17,10326.78054,11302.7233,1888229,2070461,2233524,462962,0,35454,125937,0,62,239,134,14469,87,7017738
10/1/17,11728.02109,10326.78054,2100911,1888229,2070461,462631,0,35659,129183,0,62,375,134,14634,87,7121673
12/1/16,183.6308222,204.3134632,37801,38894,49289,38369,0,0,8300,0,63,22,0,0,0,0
10/1/18,298.4859658,302.2530452,95819,92008,106862,0,0,9612,1988,188049,45,0,0,0,0,0
10/1/16,35189.67478,30592.11445,18948175,15136652,12213396,5125265,0,0,0,0,0,629,0,0,0,0
11/1/16,32225.31133,35189.67478,19555292,18948175,15136652,5125774,0,0,226595,0,67,508,0,0,0,0
4/1/17,29475.70809,31021.63193,17548820,20052075,17181020,5143369,0,0,321551,0,65,587,0,0,0,0
5/1/17,38838.4129,29475.70809,23160595,17548820,20052075,5150305,0,1338190,347323,0,66,610,557,0,69,734211902
6/1/17,46221.70001,38838.4129,29509273,23160595,17548820,5158858,0,1372894,366908,0,68,846,557,0,69,757600201
7/1/17,50607.07015,46221.70001,32394277,29509273,23160595,5166697,0,1418638,390866,0,69,700,557,0,69,788617588
9/1/17,44717.32778,45528.38928,41189558,35660212,32394277,5170816,0,1508031,454550,0,70,730,557,0,69,848859789
10/1/17,44005.60308,44717.32778,37835241,41189558,35660212,5177794,0,1575955,491730,0,71,717,557,0,69,883303711
5/1/18,41489.74659,44292.19806,52682045,45411728,70805404,5170034,18329,1914264,727984,1622571,66,485,313,0,69,1020386157
6/1/18,40885.43454,41489.74659,33470494,52682045,45411728,5168597,38854,1949656,776665,1566187,67,512,0,0,69,1046905062
10/1/18,52534.77745,46878.73727,34008132,31762208,32536201,5149706,28731,2198083,992813,2166244,71,1302,0,0,71,1171251701
1/1/17,180.4352096,180.1375766,34894,33863,31187,0,0,0,10708,0,52,46,0,0,0,0
2/1/17,168.0615799,180.4352096,32514,34894,33863,0,0,0,11072,0,53,71,0,0,0,0
6/1/18,450.6121843,473.1631951,174183,189505,208606,6686,133,0,20667,1200702,61,45,0,0,0,0
10/1/16,2982.015775,2843.774317,1597257,1634293,1610696,2155254,0,0,0,0,0,14,31,1499,11,173692
11/1/16,2918.855993,2982.015775,1579778,1597257,1634293,2165503,0,0,7601,0,56,11,31,1512,11,174572
10/1/18,3685.478775,3316.502015,2505102,2827404,2932560,2093977,4823,535230,18931,661131,59,11,0,2288,10,245095
4/1/17,510.1515426,1308.878238,70361,130033,21841,0,0,0,23221,0,45,648,0,0,0,0
2/1/18,791.9901342,863.0406537,89719,98832,69996,65914,0,11339,36277,0,49,525,0,11630,44,2674972
3/1/18,725.258923,791.9901342,88737,89719,98832,66313,613,11592,37216,316722,49,471,0,11977,44,2743198
6/1/18,510.2107744,541.9884499,75630,75749,94072,67432,628,12819,40268,381977,48,501,0,13229,44,2931693
11/1/18,335.1158534,467.4338456,54915,70124,68904,0,0,0,44891,508713,50,426,0,14722,44,3222712
10/1/18,105.7032317,130.493001,50139,72535,85238,250670,204,34847,18684,374399,51,0,0,1688,3,304075
12/1/16,3427.652914,4174.733977,713701,818311,1190288,0,0,0,759,0,53,0,0,0,0,0
2/1/17,4078.405807,3366.491789,831389,700874,713701,0,0,0,858,0,53,0,0,0,0,0
5/1/17,5171.050012,3509.034717,1098081,747333,877220,0,0,0,1052,0,51,0,0,0,0,0
6/1/17,5512.139528,5171.050012,1198109,1098081,747333,0,0,0,1120,0,54,0,0,0,0,0
7/1/17,4042.76948,5512.139528,849871,1198109,1098081,0,0,0,1176,0,54,0,0,0,0,0
8/1/17,4579.636644,4042.76948,895308,849871,1198109,0,0,0,1231,0,54,0,0,0,0,0
9/1/17,4750.737719,4579.636644,940014,895308,849871,0,0,0,1297,0,55,0,0,0,0,0
10/1/17,4561.40157,4750.737719,961159,940014,895308,0,0,0,1444,0,56,0,0,0,0,0
5/1/18,6516.377835,4215.930849,1333904,854071,1020475,0,0,361,4155,185895,53,0,0,0,0,0
6/1/18,16314.26747,6516.377835,3411546,1333904,854071,0,0,356,4912,254962,59,0,0,0,0,0
10/1/18,48286.07445,57515.53899,10270634,12019292,7537450,0,0,341,10849,997342,68,0,0,0,0,0
11/1/18,55060.78118,48286.07445,12442134,10270634,12019292,0,0,0,12710,885300,67,0,0,0,0,0
7/1/17,14132.05573,13390.73821,3096471,2868030,2400121,3544,0,0,3379,0,59,94,0,0,0,0
9/1/17,12394.07202,14679.95854,2899424,3373267,3096471,4206,0,0,4056,0,61,101,0,0,0,0
10/1/17,9593.430022,12394.07202,2467519,2899424,3373267,4420,0,0,4300,0,61,92,0,0,0,0
5/1/18,4929.315877,6822.108854,2051986,2426636,2210066,5567,13,0,6076,515817,51,88,0,0,0,0
6/1/18,5167.345823,4929.315877,2199259,2051986,2426636,5595,31,0,6290,562672,52,87,0,0,0,0
7/1/18,5069.062253,5167.345823,1943096,2199259,2051986,0,0,0,6478,500245,48,91,0,0,0,0
8/1/18,5726.157298,5069.062253,2259647,1943096,2199259,6000,131,0,6711,577572,49,94,0,0,0,0
10/1/18,7332.304226,6592.130117,2728902,2444797,2259647,6195,33,0,7562,581296,53,87,0,0,0,0
11/1/18,5795.074598,7332.304226,2543318,2728902,2444797,0,0,0,7938,564534,53,84,0,0,0,0
2/1/17,11.10654789,6.237749226,12471,15883,11817,0,0,0,9293,0,44,6,0,0,0,0
11/1/17,36.71513161,41.54703733,30143,36060,53051,7345,0,0,9734,0,48,1,0,0,0,0
12/1/17,41.08197643,36.71513161,29928,30143,36060,7329,0,0,9816,0,47,2,0,0,0,0
9/1/18,38.64208501,45.59568552,36479,43417,45835,0,0,0,10863,158474,44,0,0,0,0,0
5/1/17,3316.870912,3963.639758,564755,706126,612109,0,0,0,678,0,49,0,0,0,0,0
2/1/18,3915.469019,4903.910761,826020,1089187,1100985,3937,0,2253,1275,0,48,0,0,0,0,0
4/1/18,4340.690571,4682.619272,1414917,1318080,826020,4565,513,0,1387,227434,46,0,0,0,0,0
8/1/18,3542.509328,4333.399618,908047,1173725,1266888,5133,89,2465,1597,201528,42,0,0,0,0,0
10/1/18,2751.391308,3075.293228,739917,763982,908047,0,0,2711,1704,161922,44,0,0,0,0,0
11/1/16,1673.737264,954.1207666,317427,170705,130000,0,0,0,10073,0,43,236,0,0,0,0
10/1/18,1883.285888,1957.880828,468351,471077,466035,0,0,0,17445,377706,50,279,0,2209,5,1211589
12/1/16,22817.47381,13384.69035,1864224,966744,1182242,101384,0,0,4398,0,57,0,0,0,0,0
2/1/17,13173.28862,18776.78275,1413583,1708860,1864224,107202,0,0,6802,0,59,0,0,0,0,0
6/1/17,10141.0862,13075.33752,1372372,1643298,1728472,114231,0,0,10814,0,57,0,0,0,0,0
7/1/17,12154.54544,10141.0862,1694681,1372372,1643298,115022,0,0,11681,0,57,0,0,0,0,0
8/1/17,17546.04481,12154.54544,1794930,1694681,1372372,117629,0,0,12724,0,57,0,0,0,0,0
10/1/17,13334.43853,14197.32828,1741851,1556648,1794930,123769,0,0,15367,0,59,0,0,0,0,0
11/1/17,9515.305455,13334.43853,1425405,1741851,1556648,124093,0,0,16561,0,58,0,0,0,0,0
12/1/17,9530.857681,9515.305455,1527332,1425405,1741851,124181,0,0,17704,0,57,0,0,0,0,0
5/1/18,9196.818174,9147.339558,1818870,1750395,1899143,124925,1463,0,26041,248515,53,0,0,0,0,0
8/1/18,22140.41382,14081.64914,3116036,2104105,1740472,127954,8718,0,31917,263425,51,0,0,0,0,0
9/1/18,25766.02057,22140.41382,3754099,3116036,2104105,129883,5290,0,34934,253714,55,0,0,0,0,0
10/1/18,28754.68554,25766.02057,4190940,3754099,3116036,130707,5480,0,37152,244706,56,0,0,0,0,0
7/1/17,842.4979117,726.0650916,128550,116137,108340,0,0,0,320,0,42,0,0,0,0,0
9/1/17,737.3168981,745.3211715,117761,119750,128550,0,0,0,493,0,45,0,0,0,0,0
12/1/17,790.3001007,643.6663704,126340,114916,146223,0,0,0,1009,0,45,0,0,0,0,0
9/1/18,509.5351481,488.2399307,127635,123421,136857,79405,1076,160629,81283,57588,43,0,0,36440,4,8418020
11/1/17,80.28364683,92.08473328,20871,21983,18875,5798,0,0,1550,0,44,24,0,166,117,138712
11/1/18,113.5500148,88.50884257,25410,24036,18442,0,0,0,2047,27657,40,24,0,212,57,106226
3/1/17,701.1962779,696.7815109,134570,136518,236830,0,0,0,2879,0,36,0,0,0,0,0
4/1/17,645.8752627,701.1962779,128295,134570,136518,0,0,0,3029,0,35,0,0,0,0,0
5/1/17,572.6202572,645.8752627,117316,128295,134570,242,0,2994,3286,0,37,0,0,0,0,0
9/1/17,1302.420795,932.4727136,226130,155884,173829,238,0,4062,4368,0,41,0,0,0,0,0
10/1/17,985.9956591,1302.420795,170266,226130,155884,235,0,4254,4690,0,42,0,0,0,0,0
11/1/17,575.2182034,985.9956591,111351,170266,226130,235,0,4375,4947,0,40,0,0,0,0,0
7/1/18,367.0803503,411.5711057,74817,78287,112151,0,0,5152,6541,14353,29,0,0,0,0,0
8/1/18,286.283523,367.0803503,62101,74817,78287,0,0,5202,6635,13868,28,0,0,0,0,0
9/1/18,248.6093227,286.283523,53966,62101,74817,0,0,5302,6816,12414,30,0,0,0,0,0
11/1/18,277.1931477,246.9999216,67355,55433,53966,0,0,0,7121,12271,31,0,0,0,0,0
1/1/17,20776.84646,20356.65798,6268580,6201251,6161484,0,0,0,3711,0,61,132,0,0,0,0
5/1/17,19291.77408,19244.96015,6440535,6325576,6316142,211988,0,282129,4877,0,60,73,0,0,0,0
7/1/17,19179.55477,19115.29631,6124539,6037722,6440535,216974,0,312678,5646,0,62,55,0,0,0,0
8/1/18,107840.0158,141683.4318,62604220,70583059,75216485,0,0,6004298,994300,19086923,83,1851,0,832989,17,146613843
9/1/18,88032.79071,107840.0158,50990918,62604220,70583059,1294064,131504,7068417,1386064,17376707,85,1472,0,1043044,17,200663536
10/1/18,78346.68605,88032.79071,44089300,50990918,62604220,1404494,107530,7802573,1693235,15673610,85,1393,0,1225795,17,241969933
6/1/18,6392.069462,3892.926988,1169677,853693,854530,6839,426,1396,10806,290629,53,0,0,1025,4,209495
9/1/18,5039.7096,4676.811294,1067992,916090,867362,0,0,2729,14787,249037,53,0,0,1071,6,248584
11/1/18,5683.972715,5463.076355,1367773,1214539,1067992,0,0,0,16530,395975,54,0,0,1091,6,259554
11/1/16,27103.80215,25465.50287,5895858,5417541,3880092,0,0,0,14940,0,58,0,0,0,0,0
8/1/17,31616.92308,33833.59811,7565097,7705666,7485483,0,0,0,16697,0,63,0,0,0,0,0
11/1/17,31647.61061,35469.63746,7408597,8369704,8163577,0,0,0,17521,0,67,0,0,0,0,0
6/1/18,32755.87315,30157.07881,8640531,8659934,9191372,0,0,0,20259,1713381,62,0,0,0,0,0
10/1/18,33001.32297,29848.54559,9638378,8278117,8786475,0,0,0,21210,1538944,61,0,0,0,0,0
1/1/17,1756.162356,7605.415858,480318,1899528,468470,0,0,0,3275,0,51,0,0,0,0,0
11/1/17,2751.96429,1309.774221,467138,305751,216544,4570,0,0,4019,0,40,1131,0,0,0,0
3/1/18,1097.149791,1142.437208,263888,243900,329900,4882,300,0,4672,19701,35,333,0,0,0,0
10/1/18,1226.190609,1054.98971,231829,205996,215393,0,0,1035,5582,25198,32,350,0,0,0,0
5/1/17,4258.144793,1372.205671,783423,211584,200935,15343,0,7662,20672,0,49,0,5,2817,10,227059
1/1/18,4402.403604,3610.819229,727170,645423,596246,21439,0,15380,39158,0,56,0,5,3479,10,294635
4/1/18,3211.524379,3591.661606,620403,668244,663100,22689,209,19243,47343,468225,54,0,5,4982,10,309507
5/1/18,2537.868512,3211.524379,501348,620403,668244,22863,118,19503,49181,433713,52,0,2,7817,10,313925
8/1/18,2762.350029,2933.83495,528234,527736,574822,23348,52,20847,54152,411770,49,0,0,8345,10,328316
11/1/18,2848.103066,3069.220741,549421,580297,548933,0,0,22276,59804,473764,53,0,0,8758,10,342439
11/1/18,84.23045071,89.26832823,17610,17221,16397,0,0,0,3249,168028,49,0,0,0,0,0
11/1/18,85.04325272,147.3793895,20541,29036,43865,0,0,0,3419,15003,27,0,0,1447,12,156518
10/1/18,55.43486308,59.98479779,11606,12946,12294,61557,32,20224,56359,258921,47,61,0,5130,11,1656610
4/1/17,187.714559,400.3734812,41657,54850,54894,0,0,0,1936,0,26,0,0,0,0,0
11/1/17,345.8461527,283.7173542,86483,65587,48100,0,0,3990,2419,0,35,0,0,0,0,0
11/1/18,382.7003198,384.3709982,123193,102063,96293,0,0,0,3474,20242,32,0,0,0,0,0
9/1/17,54.19278612,52.14011437,10699,10595,12863,7073,0,13112,6118,0,47,0,0,0,0,0
3/1/18,201.0241717,62.93639313,24171,11778,13383,7952,212,17935,9064,212488,47,0,1,1418,12,235332
10/1/18,150.3147506,69.13674457,24962,12181,13029,8978,502,42107,15669,461494,54,0,0,1565,12,269238
11/1/18,64.15347624,150.3147506,11961,24962,12181,0,0,44577,17026,385526,55,0,0,1599,12,274590
7/1/17,53.36660746,52.08091421,14462,18060,17295,390771,0,78749,28628,0,48,121,169,17477,161,4055046
6/1/18,16701.63197,26396.67682,5555764,6972755,538581,156640,1540,0,22048,2227713,63,116,0,15272,45,1613367
10/1/18,6527.066983,5562.397651,2318884,2075765,2876114,0,0,0,23911,1621616,60,52,0,16691,52,1844741
11/1/17,73.27571842,84.09664292,36306,38946,32447,72600,0,0,16023,0,47,409,0,0,0,0
2/1/18,85.96142093,86.0687177,14019,14567,12597,4191,0,2117,1858,0,30,0,0,4,8,992
12/1/16,34.30945286,1.564388431,106470,2954,671,0,0,0,3844,0,34,51,0,0,0,0
10/1/16,10502.8537,9037.535565,2313256,1896265,1675183,0,0,0,0,0,0,1195,0,0,0,0
9/1/18,13074.30813,12769.55882,4215796,4077240,4403196,0,0,0,211189,792931,59,972,0,0,0,0
10/1/17,340.2267569,301.3425559,76426,69529,74780,11091,0,14226,8935,0,58,2155,0,632,4,11219
1/1/18,426.7127998,364.604072,99813,87997,81745,11284,0,15404,11572,0,55,2243,0,674,4,12963
2/1/18,397.9855843,426.7127998,92633,99813,87997,11334,0,15845,12516,0,55,2248,0,724,4,13786
10/1/18,2040.969483,1533.718012,490072,365655,143984,11395,177,19817,22924,620425,56,1787,0,1032,16,26131
5/1/18,5208.018512,7410.193627,1169993,1550232,1357067,500190,8755,0,5353,5947,50,733,0,1870,4132,2267364
4/1/17,398.9913654,375.0540985,82825,78539,69879,0,0,0,953,0,31,0,0,0,0,0
11/1/18,6763.269571,8066.526265,1635758,1806925,1562530,0,0,0,22313,375448,53,0,0,13312,68,5136428
7/1/18,52.20987738,47.44078505,17815,13606,2830,0,0,0,3197,297272,44,0,0,4329,81,627252
1/1/17,1510.354485,1530.13347,286739,242610,128083,0,0,0,3682,0,44,0,0,0,0,0
4/1/17,1048.374129,1033.69658,228186,227699,227586,0,0,0,3901,0,41,0,0,0,0,0
9/1/17,831.5368811,928.7596666,176672,198469,201423,6530,0,0,4090,0,43,0,0,0,0,0
11/1/17,657.3886851,745.4267719,147668,159006,176672,6508,0,0,4194,0,42,0,0,0,0,0
12/1/17,603.6454698,657.3886851,135773,147668,159006,6519,0,0,4241,0,40,0,0,0,0,0
