month,revenue_tm0,revenue_tm1,streams_tm0,streams_tm1,streams_tm2,facebook_likes,facebook_talks,instagram_followers,spotify_followers,spotify_listeners,spotify_popularity,wikipedia_views,youtube_comments,youtube_subscribers,youtube_videos,youtube_views
9/1/18,42076.62434,47784.67578,15877955,15970453,14185264,9152864,71571,3798064,2219818,6412266,74,555,0,2292380,240,88153294
10/1/18,41307.85171,42076.62434,15261876,15877955,15970453,9142191,38555,3796935,2289168,6134308,75,531,0,2305517,240,88805978
11/1/18,35170.12054,41307.85171,14309587,15261876,15877955,9121023,26095,3815939,2359607,5969430,75,587,0,2314511,241,89413684
11/1/16,162826.6813,160363.8457,30905123,29369072,24304839,1157851,0,0,506276,0,72,1711,1838,49159,14,12572582
5/1/17,108329.6517,113721.8709,26174810,27430410,26892448,1156677,0,38963,561565,0,68,1068,1838,50082,14,13317463
8/1/17,101866.8566,107108.6544,24144589,24726507,24781371,1153998,0,40835,585744,0,71,776,1838,50410,14,13565163
9/1/17,96445.69098,101866.8566,22763228,24144589,24726507,1152786,0,41371,592755,0,72,666,1838,50471,14,13641913
10/1/17,99727.76564,96445.69098,24268066,22763228,24144589,1151301,0,41901,601048,0,72,688,1838,50639,14,13737243
11/1/17,110151.4514,99727.76564,26965637,24268066,22763228,1149798,0,42638,610356,0,72,881,1838,51031,14,13864121
12/1/17,96748.02754,110151.4514,24963977,26965637,24268066,1148473,0,43733,620974,0,71,760,1838,51910,14,14044356
10/1/18,99452.8986,97192.53475,26874531,28447691,29636210,1124394,781,51581,709600,3168616,68,673,0,337795,14,17123766
6/1/18,1575.115678,1987.039813,319563,392565,539029,52539,149,0,37838,597420,58,2940,0,93627,49,40319526
10/1/18,10308.73156,1473.204143,2068494,299149,330726,0,0,0,40495,616432,58,2278,0,95798,49,42242599
5/1/17,3601.897487,3680.011831,1395471,1348980,1680245,1722844,0,2357323,666461,0,70,42,377,1072544,109,263268958
6/1/18,108.2658317,122.7601447,134636,140196,129437,11677007,39510,894,651660,2352356,67,1025,0,4218174,726,2532543126
6/1/17,4933.21656,5090.029313,1192079,1297502,1343144,117742,0,0,112363,0,58,98,4,338,6,44515
7/1/17,3807.286198,4933.21656,690639,1192079,1297502,117799,0,0,114717,0,59,96,4,338,6,44815
8/1/17,4375.565182,3807.286198,821032,690639,1192079,117903,0,0,117764,0,60,210,4,341,6,45210
4/1/17,382945.4367,386285.0024,92125449,94567044,90879193,5433564,0,540668,3304140,0,76,1912,1883,205866,48,76385454
5/1/17,378159.9774,382945.4367,90981169,92125449,94567044,5427879,0,545480,3354254,0,77,2345,1883,206459,48,76880455
6/1/17,376979.1639,378159.9774,85676302,90981169,92125449,5422840,0,553676,3397073,0,78,2928,1883,207063,48,77368529
8/1/17,392771.0438,400131.8662,88643088,88067311,85676302,5410031,0,565193,3526743,0,80,1907,1883,208589,48,78339942
9/1/17,401052.4282,392771.0438,88091007,88643088,88067311,5404308,0,571418,3595662,0,81,2392,1883,209612,49,78882712
10/1/17,421033.1188,401052.4282,92636880,88091007,88643088,5398417,0,577233,3670577,0,81,1934,1883,210762,49,79544582
11/1/17,381681.9129,421033.1188,86079538,92636880,88091007,5390622,0,580814,3742489,0,82,1953,1883,211969,49,80286790
8/1/18,376331.5475,390471.6472,90539206,89915046,89894174,5243366,2743,620845,4471742,7136738,74,2005,0,987100,49,86415378
11/1/18,909593.8685,606360.2869,177370766,126331441,99683109,5232111,56582,710064,4667989,9362040,81,6136,0,1041651,58,88849224
7/1/17,110.7217731,116.5376422,22380,20761,33449,611591,0,110581,205697,0,59,121,599,154602,86,28918230
2/1/18,61.76839106,150.0871191,13771,75407,18605,605990,0,114857,236190,0,58,99,599,156803,86,30132492
11/1/18,651.9807225,147.7439474,162696,34689,35947,589881,229,113790,271442,587532,55,84,0,159460,86,31532460
10/1/16,775.1225123,767.576017,130916,123602,124428,455906,0,128223,0,0,0,0,337,127431,144,52499193
12/1/16,662.0674289,684.9500746,129356,118311,130916,453288,0,129652,179576,0,61,0,337,129635,144,54711154
5/1/17,2570.583484,3663.44058,537697,801652,926202,446069,0,131455,195836,0,60,0,337,133487,147,59137219
2/1/18,3358.905816,3495.56622,693191,696623,681108,439067,0,145242,239532,0,67,0,337,154768,155,73981680
3/1/18,3411.50931,3358.905816,685273,693191,696623,437954,382,146946,243716,831147,66,0,337,155898,157,75043982
6/1/18,2528.971225,2652.195015,521845,553166,589700,431401,226,149286,256326,761502,63,0,0,158778,158,77706260
8/1/18,2305.467341,2445.406129,472985,505100,521845,428034,187,149632,264338,685913,60,0,0,160159,158,79221425
9/1/18,2128.503086,2305.467341,432202,472985,505100,426711,165,149283,269253,690576,61,0,0,160886,158,79999125
5/1/17,4221.098565,4318.241367,854621,836264,792967,13185,0,3480,12762,0,51,54,1,1204,6,618729
6/1/17,4354.514266,4221.098565,858587,854621,836264,13185,0,3486,12885,0,52,45,1,1214,6,644215
8/1/17,4250.005233,4616.065813,836029,868782,858587,13206,0,3535,13110,0,54,51,1,1233,7,661028
2/1/18,8994.46985,8994.430575,2229049,2220809,1454171,194870,0,0,206826,0,72,972,0,0,0,0
11/1/18,39147.0084,463.0551473,6692777,47389,15204,7592086,452800,6938059,1996751,3927490,82,2218,0,4299969,241,2957029122
11/1/18,5265.68379,6751.650974,678373,895174,48386,3321,109,2305,2217,42095,40,30,0,0,0,0
9/1/17,1819.546899,1244.340282,298960,239886,307650,345499,0,0,571282,0,68,632,26,0,18,48544597
8/1/16,52688.00274,39503.52025,6714866,5266052,4587824,400631,0,0,0,0,0,1230,0,13105,16,4607240
6/1/17,41114.24019,41207.53353,8958376,9319614,10131111,419928,0,111328,351119,0,67,613,0,17905,28,6681505
7/1/17,43583.05412,41114.24019,9088474,8958376,9319614,420877,0,113159,357543,0,67,720,0,18213,28,6812749
8/1/17,41249.22348,43583.05412,8929092,9088474,8958376,421788,0,115350,364156,0,68,648,0,18535,28,6949448
9/1/17,43569.97435,41249.22348,9161071,8929092,9088474,422259,0,116278,370006,0,69,469,0,19065,31,7108179
10/1/17,41458.74345,43569.97435,8978471,9161071,8929092,422481,0,117326,376983,0,69,583,0,19709,31,7281722
1/1/18,38278.00331,35178.95972,8324637,8159504,8411181,422321,0,119860,396356,0,66,462,0,21118,31,7730627
9/1/18,27409.0198,28688.49798,6520326,6918939,6974289,415700,683,127218,439153,1353043,62,350,0,98507,33,8816747
10/1/16,613.331237,599.1312254,247743,233351,476529,5887267,0,0,0,0,0,91,185,23091,75,11028666
4/1/17,410.1226526,461.2707672,157086,187174,186912,5849935,0,0,219404,0,60,70,185,23156,78,11109371
10/1/17,250.1915265,288.9693009,127414,126783,122175,5784950,0,0,330707,0,65,56,185,23258,78,11155661
5/1/17,75319.14222,75128.74675,16673314,16534157,16507977,1786309,0,390683,592328,0,65,1586,44702,6465589,114,1906444040
6/1/17,74636.55955,75319.14222,16155682,16673314,16534157,1784432,0,397060,597832,0,67,1346,44702,6479039,114,1918353475
11/1/16,1254.933521,1325.781187,304489,335232,260768,369784,0,64,333922,0,65,442,100,56357,31,35765858
3/1/17,1832.662195,1124.404682,353239,278632,316608,368993,0,69,347965,0,62,494,100,59498,31,37993928
6/1/17,2365.802206,1755.661743,484816,449854,630646,369108,0,69,359009,0,64,407,100,61375,31,39501419
3/1/18,30985.9781,1558.904865,5177218,374145,367607,365448,795,63099,393173,3292901,65,523,100,67272,31,43562565
4/1/18,18095.283,30985.9781,3271797,5177218,374145,364160,301,65353,398040,2974696,68,454,100,68121,31,44012359
10/1/18,3866.367015,3385.670257,942991,803241,965900,0,0,76504,430855,1621968,64,542,0,76029,33,46742270
9/1/16,1043.635334,1019.197805,389609,382407,358985,1636475,0,0,0,0,0,283,542,86964,30,32865082
7/1/17,7447.14398,7781.566005,2521053,2714393,2981472,2068127,0,255221,265688,0,63,80,209,201168,183,18210495
8/1/17,7026.172035,7447.14398,2448027,2521053,2714393,2064446,0,253976,269372,0,64,93,209,201783,186,18337660
9/1/18,7232.062546,7002.705395,2852184,2645358,2418326,1994938,936,237490,339318,1412104,58,81,0,219604,245,19190181
3/1/16,5370746.598,5883034.442,900978497,842583307,689996870,0,0,20648258,0,0,0,0,11418,359612,17,124127441
5/1/16,12005140.94,8061489.914,1924242570,1216269523,900978497,34889446,0,22618438,0,0,0,0,11417,368646,22,119256033
7/1/16,8641824.042,9259102.639,1403032504,1482814024,1924242570,35158310,0,0,0,0,0,0,11417,402636,32,134954736
8/1/16,6904960.963,8641824.042,1181039492,1403032504,1482814024,35312695,0,27308413,0,0,0,0,11417,422765,41,139630146
9/1/16,6489002.189,6904960.963,1312305713,1181039492,1403032504,35469969,0,28212116,0,0,0,0,11417,443956,46,143929930
12/1/16,6675903.531,6576466.911,1451838548,1418379886,1534912782,35693784,0,30841589,7515405,0,99,20445,11417,479092,58,158051453
1/1/17,6287632.628,6675903.531,1406847252,1451838548,1418379886,35747987,0,32228711,8002442,0,99,21064,11417,495043,44,161149974
2/1/17,4971890.73,6287632.628,1175897117,1406847252,1451838548,35766631,0,33399798,8414759,0,100,15226,11417,504441,44,163015194
3/1/17,11742575.7,4971890.73,2289309264,1175897117,1406847252,35801218,0,34632552,8935898,0,97,21578,11417,511170,46,167968440
4/1/17,9663836.851,11742575.7,2018160775,2289309264,1175897117,35850438,0,35785989,9581307,0,99,13443,11417,518557,49,171002735
5/1/17,6931273.949,9663836.851,1561121357,2018160775,2289309264,35874325,0,36602566,10089838,0,100,14513,11417,529171,50,175042174
6/1/17,6148969.954,6931273.949,1364960724,1561121357,2018160775,35913057,0,37227927,10482470,0,100,10514,11417,559478,54,180998623
7/1/17,6427701.31,6148969.954,1376523784,1364960724,1561121357,35941351,0,37440387,10967449,0,100,9326,11417,580831,58,186404010
9/1/17,5075904.059,5361148.091,1142388397,1209870558,1376523784,35916751,0,37907922,12344670,0,100,7744,11417,668796,72,210647926
10/1/17,5240150.132,5075904.059,1172664193,1142388397,1209870558,35879061,0,38038725,13071918,0,100,10624,11417,717352,73,222091210
11/1/17,4600821.342,5240150.132,1049976417,1172664193,1142388397,35845220,0,38410609,13795751,0,99,9072,11417,767751,71,240047026
3/1/18,7366541.992,7538613.818,1653784789,1654470786,1480214988,35729140,50953,40639572,17418135,48152464,100,16988,11417,1291849,67,290319860
6/1/18,8228450.081,7130238.465,1932621044,1696465318,1887624701,35603718,59815,42504537,21471889,48494809,98,25423,0,13427729,67,315546482
7/1/18,20374745.02,8228450.081,4315540226,1932621044,1696465318,35565446,72032,43722609,23158741,58352057,99,39153,0,14062106,67,320377503
10/1/18,7556217.372,7590645.654,1971020000,2068530834,2772299078,35485548,41179,49165878,27687414,50708816,100,19240,0,16237859,67,331607678
11/1/18,6050571.826,7556217.372,1709862073,1971020000,2068530834,35473845,30972,50736620,29037541,45360675,100,12266,0,16620484,67,335014770
3/1/17,1905.896106,1803.822486,506650,482335,469616,2226599,0,0,218277,0,63,556,140,0,33,136580017
10/1/18,2120.370745,1817.83795,331608,277591,273844,2187722,791,0,818220,1983323,67,795,0,0,33,215600494
10/1/16,49511.70077,39245.82431,15370597,11038800,6477977,0,0,0,0,0,0,750,0,0,0,0
1/1/17,49292.38115,43274.4369,15536541,13537685,14802330,0,0,0,205652,0,63,792,0,0,0,0
2/1/17,42610.50421,49292.38115,13511282,15536541,13537685,0,0,0,209446,0,64,834,0,0,0,0
3/1/17,43469.27706,42610.50421,14386166,13511282,15536541,0,0,0,213223,0,60,820,0,0,0,0
11/1/17,43162.96836,45806.44695,13349201,14156841,13572055,464844,0,126475,256230,0,66,853,622,25427,200,2953250
7/1/16,325553.1951,318989.7145,99014065,86840121,89518376,12927826,0,0,0,0,0,1948,205,10248,43,2573984
8/1/16,309981.7888,325553.1951,96737543,99014065,86840121,12891566,0,0,0,0,0,2650,205,10300,43,2594272
9/1/16,319023.7196,309981.7888,102548014,96737543,99014065,12851351,0,0,0,0,0,2734,205,10387,43,2620669
11/1/16,234741.2534,266572.398,94368365,100455685,102548014,12776600,0,1712781,1778641,0,73,1981,205,10481,43,2663284
12/1/16,246041.2705,234741.2534,94001979,94368365,100455685,12738833,0,1710987,1787538,0,73,2366,205,10519,43,2681422
2/1/17,229756.1521,233114.1872,83632216,93782931,94001979,12657057,0,1704367,1830522,0,74,3184,205,10602,43,2721370
4/1/17,255534.5591,247827.9559,93692540,91681958,83632216,12583461,0,1698425,1882861,0,71,2419,205,10659,43,2756153
8/1/17,290975.2419,309826.2563,139973882,141110559,131875064,12454249,0,1682221,2000368,0,75,2473,205,11214,43,2817240
10/1/17,319582.3528,343963.504,136525206,124678425,139973882,12384442,0,1686962,2102638,0,77,2083,205,12203,43,2843964
5/1/18,278502.2126,278049.2285,152494741,126256455,117929311,12142920,8981,1718795,2510481,6039578,71,2325,115,3112363,43,2962017
8/1/18,257659.7534,268845.3394,155107641,157553236,153441419,12022862,8137,1752071,2775938,5929871,69,2282,0,3189916,43,3031376
10/1/18,260151.9711,239641.7895,175038153,148660733,155107641,11967358,5764,1769102,2917209,5426779,71,1655,0,3237165,43,3079428
12/1/16,1906.177693,1773.755392,1110933,1123507,1160703,364240,0,85775,134550,0,74,399,690,313936,117,90934338
1/1/17,1918.019031,1906.177693,1019219,1110933,1123507,365155,0,89156,140352,0,74,319,690,324029,117,94866813
2/1/17,1664.911008,1918.019031,927112,1019219,1110933,365858,0,92097,145641,0,73,326,690,334052,117,97307969
6/1/17,1773.764375,1775.875619,1240668,1281996,1405233,370746,0,108612,170460,0,71,223,690,379814,123,110738028
9/1/18,3135.143575,3161.55382,2910846,2865155,2013217,372469,4895,165530,349400,7617769,72,219,0,555810,148,167444450
10/1/18,2951.667765,3135.143575,2064924,2910846,2865155,0,0,166582,358498,6240932,72,194,0,564152,149,170934364
11/1/18,2576.81403,2951.667765,2390499,2064924,2910846,0,0,0,369368,5241482,71,176,0,571159,149,173885759
1/1/17,22324.96007,19960.45771,5907962,5323875,5453074,421128,0,16911,372873,0,67,542,29,0,8,104888
9/1/17,18257.19091,19486.34053,4989948,5297846,5341272,419816,0,19284,404791,0,68,390,29,0,8,106475
10/1/18,19497.13201,18285.98516,5354900,5065328,5467976,407461,194,20051,463747,1996192,63,299,0,0,8,109912
1/1/17,59.79502581,51.50106552,22065,17887,19546,0,0,0,102654,0,60,66,0,0,0,0
6/1/16,15405.53798,16399.56918,2486949,2724400,2750063,192977,0,0,0,0,0,500,16,10561,57,2437252
1/1/17,13354.62821,12370.01184,2678776,2449582,2894233,195663,0,0,137975,0,60,323,16,14182,66,3883125
2/1/17,12357.08713,13354.62821,2526051,2678776,2449582,195827,0,0,140415,0,60,363,16,14811,67,4047162
3/1/17,14607.36907,12357.08713,2791586,2526051,2678776,196078,0,0,143009,0,58,523,16,15320,68,4242934
4/1/17,14393.94312,14607.36907,2792417,2791586,2526051,196531,0,0,145672,0,57,449,16,15781,69,4447260
5/1/17,14004.77178,14393.94312,2829525,2792417,2791586,196730,0,55541,148058,0,59,363,16,16113,69,4613663
2/1/18,13193.33192,13830.30056,2813708,3156638,2622988,196609,0,59839,170222,0,59,288,16,18564,69,5670384
3/1/18,13717.14474,13193.33192,3038898,2813708,3156638,196390,338,60283,172495,495935,58,260,16,18874,69,5774300
12/1/16,8351.645822,8855.007354,1954776,1854525,2201791,579757,0,0,294846,0,63,1619,1070,20286,90,15843768
2/1/17,7684.440868,8637.328613,1786473,2129102,1954776,579385,0,0,306726,0,64,1213,1070,20312,90,15861980
5/1/17,8197.252526,8684.842804,2257430,2602454,2010760,578681,0,371619,327650,0,62,833,1070,20320,90,15875052
7/1/17,8217.444696,7377.695519,1943102,1971031,2257430,580927,0,373366,339946,0,63,793,1070,20332,90,15882456
9/1/18,7162.425813,7229.984729,1630623,1688254,1742634,590340,1767,451433,583658,5608944,71,1168,0,397966,92,15975803
10/1/18,7343.60275,7162.425813,1657026,1630623,1688254,589866,3360,455797,602336,5082294,71,2273,0,403007,92,15984720
9/1/16,919.1962288,733.9292263,238219,138339,155962,159175,0,0,0,0,0,50,0,0,0,0
10/1/16,1065.97729,919.1962288,335828,238219,138339,159048,0,73939,0,0,0,42,0,0,0,0
6/1/17,1599.946911,1645.605687,408878,425387,389948,159981,0,82038,21754,0,47,60,295,33230,100,13389518
4/1/18,1108.627177,1081.447258,193841,182183,155008,159835,1039,93330,25905,93211,45,68,295,36156,102,15634095
9/1/18,1906.061316,1979.385604,461817,496770,475314,159082,882,100001,28677,92325,45,69,0,38645,108,16941421
10/1/18,1893.815363,1906.061316,468501,461817,496770,0,0,100627,29157,80936,45,62,0,39065,103,17161534
9/1/16,404.782038,401.6140172,163327,180959,200374,3770856,0,0,0,0,0,1893,8,0,4,1769108
11/1/17,761.6282083,747.1634194,492753,389325,368893,3879688,0,593486,2603946,0,79,2091,8,0,5,4456495
1/1/18,845.0585836,758.9631686,500940,413905,492753,3879526,0,617045,2669535,0,77,2611,8,0,5,4547903
9/1/18,759.1093438,664.3112933,416882,405214,447612,3822988,2873,665432,2950873,4569869,72,1229,0,0,5,5128365
4/1/16,925679.7956,703811.1796,152831515,113064142,111048295,1703417,0,435305,0,0,0,1792,925,621017,31,376597804
5/1/16,802232.8562,925679.7956,148799165,152831515,113064142,1708136,0,448326,0,0,0,1616,925,652073,31,392394112
6/1/16,688508.3191,802232.8562,114179708,148799165,152831515,1712557,0,457253,0,0,0,1353,925,681691,31,406975481
8/1/16,614330.3803,710118.6711,107917171,126788652,114179708,1726227,0,535231,0,0,0,1288,925,740399,31,434567970
9/1/16,674632.2413,614330.3803,146613981,107917171,126788652,1731844,0,552498,0,0,0,1130,925,769176,31,448060650
10/1/16,774596.6603,674632.2413,190610582,146613981,107917171,1733498,0,579301,0,0,0,1198,925,794886,32,461016662
11/1/16,681044.1205,774596.6603,172175487,190610582,146613981,1735409,0,601516,665445,0,85,1077,925,819635,32,473874865
12/1/16,744251.4073,681044.1205,182480696,172175487,190610582,1737421,0,624469,688238,0,84,1460,925,849312,32,487586930
1/1/17,773122.3261,744251.4073,191747023,182480696,172175487,1739263,0,639987,735979,0,85,1217,925,883749,33,506857495
3/1/17,669408.1634,699986.6576,177830792,177473831,191747023,1742317,0,666634,832969,0,82,1024,925,946909,34,534132606
6/1/17,584841.9239,597990.7282,151005278,159937890,167856841,1741232,0,725129,1000689,0,83,1000,925,1068529,36,591191489
8/1/17,558205.8874,586054.3281,145470618,149317316,151005278,1740928,0,779826,1149123,0,85,717,925,1080917,36,615981865
9/1/17,548976.7032,558205.8874,141465990,145470618,149317316,1738966,0,838343,1237937,0,85,687,925,1138667,36,627190694
10/1/17,579177.8182,548976.7032,147309838,141465990,145470618,1736726,0,856987,1323753,0,85,786,925,1160482,36,638997151
12/1/17,560043.2904,536125.1518,142285672,136937573,147309838,1732065,0,863411,1498157,0,84,829,925,1207192,36,664126248
2/1/18,519877.9389,578859.8209,137633879,152230372,142285672,1729842,0,875104,1708577,0,82,679,925,1253851,36,686573181
3/1/18,588162.2205,519877.9389,152529969,137633879,152230372,1726269,1885,879602,1831985,8461499,82,797,925,1279338,38,699279116
5/1/18,489061.1179,535351.4901,139241191,145782546,152529969,1717745,1338,882205,2097401,8129867,80,650,520,1321210,42,723874043
10/1/18,642324.3349,500884.5086,157237265,131710009,141487793,1702297,3143,911074,2727025,8449010,81,688,0,1312713,43,781770247
11/1/18,647274.8278,642324.3349,169547738,157237265,131710009,1699037,1248,920354,2832607,9269497,82,654,0,1310554,43,793267073
10/1/16,1614.158136,1629.658212,429695,395457,389171,0,0,0,0,0,0,157,0,0,0,0
12/1/16,1466.446881,1421.459111,442644,422237,429695,0,0,0,54507,0,65,179,0,0,0,0
1/1/17,1437.855342,1466.446881,467580,442644,422237,0,0,0,56866,0,67,202,0,0,0,0
8/1/17,1548.665753,1874.864162,513236,604272,596226,824279,0,555991,77482,0,71,133,46,270847,175,112088117
9/1/17,1509.46484,1548.665753,499074,513236,604272,824539,0,569281,81137,0,72,124,46,281789,175,117497466
6/1/18,2239.732279,2425.455522,644135,680977,721631,832284,1706,680433,121938,1137995,66,125,0,602518,197,246144350
10/1/18,2788.921702,5184.109079,838081,1373009,941544,897268,2635,757554,146507,2093452,68,123,0,631812,199,254397122
5/1/18,60.69411027,74.87730883,15414,18678,18293,99006,1061,33967,89418,2967494,65,183,4,16318,44,4680380
8/1/16,31445.5821,39341.63842,9424201,9703650,10754218,5119135,0,0,0,0,0,343,58,342016,179,41906245
11/1/16,21209.9378,23559.71725,8594931,7617612,8480278,5454355,0,1413375,279385,0,75,487,58,392332,184,49292325
1/1/17,17903.02242,20570.33948,5725327,8942912,8594931,5729526,0,1467739,309611,0,76,448,58,443688,191,57287280
2/1/17,24618.54657,17903.02242,8721431,5725327,8942912,5884454,0,1515773,330797,0,78,561,58,464808,194,59657399
3/1/17,27223.26277,24618.54657,9943500,8721431,5725327,6013228,0,1565015,355267,0,76,426,58,485159,195,62937859
4/1/17,25957.81474,27223.26277,10645974,9943500,8721431,6152795,0,1649135,383188,0,75,312,58,501672,197,64214210
5/1/17,25472.47993,25957.81474,9042022,10645974,9943500,6293737,0,1703181,408114,0,76,298,58,517056,201,66769527
6/1/17,25642.63514,25472.47993,8994170,9042022,10645974,6412442,0,1737389,429343,0,77,295,58,535120,204,69801555
7/1/17,23177.33043,25642.63514,7658331,8994170,9042022,6517259,0,1798802,457372,0,79,392,58,557228,211,73616585
8/1/17,23397.40552,23177.33043,8584159,7658331,8994170,6621443,0,1838836,494961,0,80,376,58,579256,214,78294833
2/1/18,25912.6734,28865.07716,11341893,12459278,9482568,6938544,0,2056702,897470,0,81,328,58,747979,234,109381774
5/1/18,18719.64651,21929.54862,9160065,10211884,13109129,7013932,66895,2151423,1158376,12946576,79,284,32,879345,250,134106455
8/1/18,29151.41048,30322.64647,11859564,11580152,8745401,7008609,43251,2220822,1287626,13184701,76,342,0,964480,274,158212044
9/1/18,25207.22542,29151.41048,9665787,11859564,11580152,7001111,44671,2263114,1342978,12601740,78,284,0,994878,280,170418835
10/1/18,33609.11843,25207.22542,13340054,9665787,11859564,6994270,17384,2265402,1375698,11781021,79,265,0,1021185,287,181223500
11/1/18,22954.09039,33609.11843,11871206,13340054,9665787,7027006,17701,2279099,1411531,11526749,79,238,0,1051212,294,188419458
1/1/17,1521.528226,1205.329405,188822,151664,279457,0,0,0,30929,0,56,735,0,0,0,0
8/1/17,1849.445122,1647.820933,287241,244727,215211,584804,0,111253,47384,0,57,453,331,83771,91,25079558
10/1/17,1997.481941,1884.558257,301366,288882,287241,591517,0,117336,57992,0,58,455,331,90729,91,28098694
10/1/18,7365.549185,7678.555055,1039698,1052451,945966,604871,6093,169994,132725,366156,55,415,0,153445,97,41568103
11/1/18,7351.41043,7365.549185,1029581,1039698,1052451,607292,10635,176358,135039,395987,55,299,0,155828,97,42455047
2/1/17,17010.70199,14899.98816,2650394,2505080,2070253,49747,0,0,25387,0,60,184,55,13438,3,1178531
9/1/17,6994.99421,8614.36091,1000035,1196741,1159407,55873,0,20170,31151,0,56,87,55,14534,3,1533833
10/1/17,5946.905238,6994.99421,974236,1000035,1196741,56088,0,20300,31617,0,56,71,55,14653,3,1566053
12/1/17,4931.714499,5816.535967,853017,918716,974236,56630,0,20989,32615,0,54,82,55,14829,3,1627663
1/1/18,7228.728722,4931.714499,1497273,853017,918716,56937,0,21100,33071,0,53,74,55,14909,3,1655044
2/1/18,10483.64737,7228.728722,1299569,1497273,853017,58308,0,21715,33668,0,54,96,55,15040,3,1689976
3/1/18,8450.944116,10483.64737,1158198,1299569,1497273,58564,541,22147,34115,204511,53,69,55,15143,3,1721274
10/1/18,4936.988126,3775.106323,857062,620209,803004,58679,478,24400,36703,215015,50,58,0,19713,3,1872703
3/1/17,87.20407649,88.96945804,16230,15580,16612,0,0,0,4760,0,51,0,0,0,0,0
9/1/17,52.97644846,65.52115401,8950,10814,16666,23791,0,0,5298,0,54,17,0,0,0,0
5/1/16,6580.500005,6643.797019,1046691,1006499,974340,314584,0,12614,0,0,0,300,0,875,2,163765
6/1/16,6631.756798,6580.500005,1023857,1046691,1006499,315067,0,12658,0,0,0,308,0,884,2,166089
12/1/16,9478.169764,9153.499981,2324294,1983095,1082666,317067,0,13078,213143,0,59,263,0,944,2,180015
5/1/17,10425.8922,10286.11439,2738092,2729799,2638365,317117,0,13283,230254,0,59,346,0,1025,2,195628
5/1/18,10448.11576,10875.11323,2589037,2562708,2675400,315811,768,24933,282621,1053265,60,300,0,7673,15,1404566
6/1/18,11777.35911,10448.11576,2756517,2589037,2562708,315153,932,25482,286489,1188547,61,306,0,7889,15,1445851
8/1/18,11613.82413,12918.54358,2693468,2936995,2756517,313934,407,26363,292911,1291661,58,256,0,8434,15,1525495
10/1/18,10110.84982,10322.97973,2389925,2378464,2693468,0,0,26894,300165,1009376,61,230,0,8900,16,1599527
6/1/16,17428.42607,17910.75775,4699088,5266046,6144164,20043371,0,5202261,0,0,0,4148,23888,13108511,163,3034612758
8/1/16,39135.68586,18455.5319,8862244,4679902,4699088,20214775,0,5967272,0,0,0,5181,23888,13697095,165,3198057902
9/1/16,30817.95089,39135.68586,8065442,8862244,4679902,20257965,0,6114109,0,0,0,3979,23888,14093780,165,3327514740
2/1/17,21183.72331,28429.4587,6797566,9127294,8961761,20395650,0,7150530,4714619,0,84,4188,23888,15148078,169,3748011503
7/1/17,19519.51979,18725.45929,7685367,7552358,8740625,20340770,0,7944020,4972399,0,82,2538,23888,15941154,171,4064853912
8/1/17,18318.12493,19519.51979,6946982,7685367,7552358,20318069,0,7949229,5025361,0,84,3009,23888,16110921,172,4129447554
11/1/17,52154.19202,87901.89214,14863995,19566175,7618091,20255940,0,7992296,5337908,0,87,2339,23888,16578063,173,4317850651
5/1/18,47103.21435,51373.97042,17361673,17685518,16744895,20054070,29347,8232901,6105778,13772028,80,2431,13437,17488571,163,4579595119
7/1/18,41584.514,49452.87819,16555526,17773931,17361673,19952813,27765,8329062,6521975,12820997,77,2280,0,17725402,162,4655927370
9/1/18,46680.13972,42219.74483,23561564,19815762,16555526,19843584,26082,8459489,6717404,12449363,79,2199,0,17973748,162,4734905492
6/1/16,7626.917581,8332.093049,1572747,1734806,2079922,0,0,0,0,0,0,99,0,0,0,0
8/1/16,8074.152647,7622.768349,1850325,1635913,1572747,0,0,0,0,0,0,108,0,0,0,0
10/1/16,8839.124429,9620.536562,2137725,2284930,1850325,0,0,0,0,0,0,110,0,0,0,0
11/1/16,8012.549241,8839.124429,2045658,2137725,2284930,0,0,0,58771,0,64,94,0,0,0,0
12/1/16,11574.31495,12616.99218,2181874,2762874,2798696,0,0,0,11299,0,47,34,0,0,0,0
1/1/17,11607.22907,11574.31495,2273747,2181874,2762874,0,0,0,12167,0,48,42,0,0,0,0
2/1/17,9953.806158,11607.22907,2215933,2273747,2181874,0,0,0,13016,0,48,38,0,0,0,0
3/1/17,11479.26719,9953.806158,2575780,2215933,2273747,0,0,0,14068,0,46,43,0,0,0,0
6/1/17,9451.692299,9736.218371,2166360,2348501,2458057,113642,0,58183,16744,0,48,30,0,0,0,0
10/1/17,11216.50483,9981.732847,2740746,2410830,2452854,113868,0,60974,22011,0,51,26,0,0,0,0
1/1/18,11944.36047,10865.33522,3114528,2756208,2945281,113831,0,62171,26773,0,49,30,0,0,0,0
10/1/18,16077.45427,14532.57191,3778667,3410500,3509129,114232,271,77588,40016,141879,47,38,0,0,0,0
3/1/16,23722.3353,23587.1956,5802552,6341982,5705408,0,0,5853047,0,0,0,0,9934,10228495,39,3833410226
4/1/16,24315.86697,23722.3353,5344419,5802552,6341982,58674042,0,6011452,0,0,0,6744,9934,10301381,39,3880750782
8/1/16,22421.08691,23797.47132,5864411,5934413,4952126,58330641,0,6947128,0,0,0,6610,9913,10734673,39,4161285735
